data_source_id,attached_at,detached_at,reason,Machine Status
2842,2023-01-19 22:18:30,2023-01-20 01:38:27,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 03:04:41,2023-01-20 03:16:05,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 03:23:04,2023-01-20 03:25:09,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 04:21:11,2023-01-20 04:24:11,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 06:33:51,2023-01-20 06:49:00,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 18:47:24,2023-01-20 19:13:05,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 19:45:49,2023-01-20 20:25:16,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 20:27:52,2023-01-20 20:34:38,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 20:35:51,2023-01-20 20:37:12,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 21:59:50,2023-01-20 22:03:16,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 22:56:28,2023-01-20 22:59:29,PROCESSING(TECH),DOWNTIME
2842,2023-01-20 23:01:44,2023-01-20 23:26:18,PROCESSING(TECH),DOWNTIME
2842,2023-01-23 07:45:54,2023-01-23 08:21:19,PROCESSING(TECH),DOWNTIME
2842,2023-01-23 19:38:54,2023-01-23 19:43:30,PROCESSING(TECH),DOWNTIME
2842,2023-01-23 19:48:51,2023-01-23 19:53:58,PROCESSING(TECH),DOWNTIME
2842,2023-01-24 00:49:36,2023-01-24 00:59:53,PROCESSING(TECH),DOWNTIME
2842,2023-01-24 01:14:56,2023-01-24 01:22:47,PROCESSING(TECH),DOWNTIME
2842,2023-01-24 07:54:20,2023-01-24 08:15:20,PROCESSING(TECH),DOWNTIME
2842,2023-01-24 10:44:05,2023-01-24 10:48:27,PROCESSING(TECH),DOWNTIME
2842,2023-01-24 11:48:29,2023-01-24 11:57:09,PROCESSING(TECH),DOWNTIME
2842,2023-01-24 19:54:33,2023-01-24 19:55:11,PROCESSING(TECH),DOWNTIME
2842,2023-01-25 10:58:59,2023-01-25 11:08:34,PROCESSING(TECH),DOWNTIME
2842,2023-01-26 14:53:30,2023-01-26 15:01:10,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 00:38:06,2023-01-27 00:46:45,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 09:06:25,2023-01-27 09:22:56,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 09:41:54,2023-01-27 09:48:10,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 15:59:26,2023-01-27 16:58:52,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 18:08:49,2023-01-27 18:12:44,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 18:16:14,2023-01-27 18:23:27,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 20:37:36,2023-01-27 20:43:31,PROCESSING(TECH),DOWNTIME
2842,2023-01-27 21:02:52,2023-01-27 21:21:45,PROCESSING(TECH),DOWNTIME
2842,2023-01-31 06:10:22,2023-01-31 06:17:26,PROCESSING(TECH),DOWNTIME
2842,2023-01-10 04:51:53,2023-01-10 08:03:32,NO COMPONENTS,DOWNTIME
2842,2023-01-10 08:43:39,2023-01-10 13:43:24,RTL,DOWNTIME
2842,2023-01-10 16:57:03,2023-01-10 17:04:56,RTL,DOWNTIME
2842,2023-01-10 17:08:23,2023-01-10 18:09:28,RTL,DOWNTIME
2842,2023-01-12 21:08:51,2023-01-12 21:12:20,RTL,DOWNTIME
2842,2023-01-10 13:43:24,2023-01-10 14:44:29,NO PACKAGING,DOWNTIME
2842,2023-01-11 00:57:05,2023-01-11 13:56:36,NO PACKAGING,DOWNTIME
2842,2023-01-18 21:48:57,2023-01-19 07:48:52,NO PACKAGING,DOWNTIME
2842,2023-01-25 20:17:17,2023-01-26 00:13:09,NO PACKAGING,DOWNTIME
2842,2023-01-26 02:03:27,2023-01-26 09:45:07,NO PACKAGING,DOWNTIME
2842,2023-01-27 15:56:51,2023-01-27 15:59:27,NO PACKAGING,DOWNTIME
2842,2023-01-27 22:22:23,2023-01-28 04:17:11,NO PACKAGING,DOWNTIME
2842,2023-01-31 14:28:56,2023-01-31 14:43:43,NO PACKAGING,DOWNTIME
2842,2023-01-31 15:07:45,2023-01-31 17:49:49,NO PACKAGING,DOWNTIME
2842,2023-01-11 16:25:08,2023-01-11 18:21:41,MC(SETUP WAITING),DOWNTIME
2842,2023-01-16 17:41:36,2023-01-16 17:43:32,MC(SETUP WAITING),DOWNTIME
2842,2023-01-19 19:57:34,2023-01-19 20:10:56,MC(SETUP WAITING),DOWNTIME
2842,2023-01-31 14:28:56,2023-01-31 15:07:33,MC(SETUP WAITING),DOWNTIME
2842,2023-01-31 15:07:45,2023-01-31 15:08:02,MC(SETUP WAITING),DOWNTIME
2842,2023-01-16 23:32:32,2023-01-16 23:50:57,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-17 00:16:49,2023-01-17 00:43:04,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-17 00:47:33,2023-01-17 01:00:56,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-17 01:06:26,2023-01-17 01:17:53,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-18 03:00:01,2023-01-18 03:05:45,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-18 09:52:35,2023-01-18 10:07:23,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-20 12:07:53,2023-01-20 12:25:24,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-20 13:45:10,2023-01-20 13:53:40,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-20 20:37:12,2023-01-20 20:47:10,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-23 19:39:39,2023-01-23 19:43:25,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-30 15:47:12,2023-01-30 16:02:56,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-30 16:15:13,2023-01-30 16:30:23,ROBOT ISSUE TECH.,DOWNTIME
2842,2023-01-18 00:47:45,2023-01-18 01:52:30,SECONDARY EQ.,DOWNTIME
2842,2023-01-18 08:38:06,2023-01-18 08:43:40,SECONDARY EQ.,DOWNTIME
2842,2023-01-18 05:38:53,2023-01-18 05:40:58,SHUTDOWN,DOWNTIME
2842,2023-01-18 13:42:03,2023-01-18 14:25:33,DEGATING EQ.,DOWNTIME
2842,2023-01-19 11:46:34,2023-01-19 19:57:30,ENG. TRIAL,DOWNTIME
2842,2023-01-24 14:00:39,2023-01-24 15:21:34,PART CHANGE,DOWNTIME
2842,2023-01-30 08:02:29,2023-01-30 09:17:38,MOLD REPAIR,DOWNTIME
2842,2023-01-31 04:14:25,2023-01-31 04:20:24,TORCHING EQ.,DOWNTIME
